,area,com_client,comment,goods_name,score,times,user_grade,user_id
203,江苏,来自京东Android客户端,还没喝，应该会不错吧?,加本力梅洛-红,grade-star g-star5,2016-09-03 23:12,银牌会员,草***8
204,,来自京东iPhone客户端,速度与服务快、好,梅洛-红,grade-star g-star5,2016-08-30 02:29,银牌会员,j***r
205,,,味道不错，送货速度很快，价格合适,西拉-红,grade-star g-star5,2016-09-04 22:58,金牌会员,凯***i
206,北京,来自京东Android客户端,酒还行，不是木塞，包装太差，破了一瓶赔付了,加本力梅洛-红,grade-star g-star5,2016-09-03 15:58,钻石会员,老***4
207,江苏,来自京东Android客户端,很好的,加本力苏维翁,grade-star g-star5,2016-08-31 00:19,金牌会员,j***7
208,江苏,来自京东Android客户端,很好的,霞多丽白,grade-star g-star5,2016-08-31 00:19,金牌会员,j***7
209,江苏,来自京东Android客户端,很好的,梅洛-红,grade-star g-star5,2016-08-31 00:19,金牌会员,j***7
210,湖南,来自京东iPhone客户端,好想吃饭了，我是一个人生闷气，我是一个人生闷气,西拉-红,grade-star g-star5,2016-08-29 18:51,钻石会员,北***映
211,陕西,,口感适中，价格合适。,幕斯卡白,grade-star g-star5,2016-08-12 11:14,钻石会员,外***毛
212,天津,来自京东Android客户端,物流很快，商品包装也不错，很结实，口感纯正，浓郁。,加本力苏维翁,grade-star g-star5,2016-08-08 11:37,金牌会员,l***9
213,,来自京东iPhone客户端,好,梅洛-红,grade-star g-star5,2016-08-30 13:04,铜牌会员,jd_136668cnp
214,,来自京东iPhone客户端,好,加本力苏维翁,grade-star g-star5,2016-08-30 13:04,铜牌会员,jd_136668cnp
215,,来自京东iPhone客户端,好,西拉-红,grade-star g-star5,2016-08-30 13:04,铜牌会员,jd_136668cnp
216,,来自京东iPhone客户端,好,幕斯卡白,grade-star g-star5,2016-08-30 13:04,铜牌会员,jd_136668cnp
217,,来自京东iPhone客户端,好,幕斯卡桃红,grade-star g-star5,2016-08-30 13:04,铜牌会员,jd_136668cnp
218,,来自京东iPhone客户端,好,加本力梅洛-红,grade-star g-star5,2016-08-30 13:04,铜牌会员,jd_136668cnp
219,上海,来自京东Android客户端,一直京东买 方便快捷,梅洛-红,grade-star g-star5,2016-08-18 07:10,钻石会员,h***z
220,上海,来自京东Android客户端,一直京东买 方便快捷,加本力苏维翁,grade-star g-star5,2016-08-18 07:19,钻石会员,h***z
221,江苏,,一箱6瓶一起买的，这款还没有开，老婆很喜欢,梅洛-红,grade-star g-star5,2016-08-21 11:11,金牌会员,m***i
222,江苏,,一箱6瓶一起买的，这款还没有开，老婆很喜欢,加本力苏维翁,grade-star g-star5,2016-08-21 11:11,金牌会员,m***i
223,江苏,,一箱6瓶一起买的，这款还没有开，老婆很喜欢,西拉-红,grade-star g-star5,2016-08-21 11:11,金牌会员,m***i
224,江苏,,一箱6瓶一起买的，这款还没有开，老婆很喜欢,幕斯卡白,grade-star g-star5,2016-08-21 11:11,金牌会员,m***i
225,江苏,,一箱6瓶一起买的，这款还没有开，老婆很喜欢,加本力梅洛-红,grade-star g-star5,2016-08-21 11:11,金牌会员,m***i
226,江苏,,一箱6瓶一起买的，这款是气泡酒，口感很不错，味道偏果汁多一些，女孩子很喜欢,幕斯卡桃红,grade-star g-star5,2016-08-21 11:11,金牌会员,m***i
227,湖南,来自京东Android客户端,活动期间买的还可以,加本力苏维翁,grade-star g-star5,2016-08-15 11:30,金牌会员,大***父
228,广东,来自京东Android客户端,49元，性价比很高。,加本力苏维翁,grade-star g-star5,2016-09-04 09:26,金牌会员,j***i
229,湖北,来自京东Android客户端,太**了，做活动99买的，活动一过立马降价20，**做活动不是降价女，还升价再做活动，我也是醉了，无良商家???,桃红起泡,grade-star g-star4,2016-07-20 21:38,银牌会员,x***r
230,,来自京东iPhone客户端,普普通通,梅洛-红,grade-star g-star5,2016-06-27 22:50,银牌会员,jd186021ozi
231,,来自京东iPhone客户端,还不错哦,霞多丽白,grade-star g-star5,2016-06-27 22:50,银牌会员,jd186021ozi
232,,来自京东iPhone客户端,好喝，还会再买,霞多丽白,grade-star g-star5,2016-09-03 11:36,钻石会员,三***8
233,,来自京东Android客户端,还不错 以后还会买 下次考虑买整箱的！,梅洛-红,grade-star g-star5,2016-09-04 09:46,钻石会员,z***i
234,,来自京东Android客户端,发货挺快的，质量还可以,梅洛-红,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
235,,来自京东Android客户端,质量还不错，中秋过节可以用,加本力苏维翁,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
236,,来自京东Android客户端,中秋和过节用，质量还行吧！,西拉-红,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
237,,来自京东Android客户端,还好还好，还好还好了。,幕斯卡白,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
238,,来自京东Android客户端,可以，可以，可以可以。,幕斯卡桃红,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
239,,来自京东Android客户端,质量不错吧，送货很快的，中秋国庆用。,加本力梅洛-红,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
240,,来自京东iPhone客户端,普普通通,梅洛-红,grade-star g-star5,2016-06-27 22:50,银牌会员,jd186021ozi
241,,来自京东iPhone客户端,还不错哦,霞多丽白,grade-star g-star5,2016-06-27 22:50,银牌会员,jd186021ozi
242,,来自京东iPhone客户端,好喝，还会再买,霞多丽白,grade-star g-star5,2016-09-03 11:36,钻石会员,三***8
243,,来自京东Android客户端,还不错 以后还会买 下次考虑买整箱的！,梅洛-红,grade-star g-star5,2016-09-04 09:46,钻石会员,z***i
244,,来自京东Android客户端,发货挺快的，质量还可以,梅洛-红,grade-star g-star5,2016-09-02 22:12,钻石会员,j***o
245,辽宁,来自京东Android客户端,喝不惯，干红就这个味吧,西拉-红,grade-star g-star5,2016-08-17 12:41,金牌会员,j***n
246,山东,来自京东iPhone客户端,不错,西拉-红,grade-star g-star5,2016-09-03 12:12,钻石会员,j***1
247,山东,来自京东iPhone客户端,包装好，送货快,霞多丽白,grade-star g-star5,2016-09-03 12:12,钻石会员,j***1
248,广东,来自京东Android客户端,其它可以，瓶盖不是橡木的，是铁盖感觉差点,加本力梅洛-红,grade-star g-star4,2016-09-02 13:44,钻石会员,samlzl
249,江苏,,不错，喝光了，下次再买晒图,加本力梅洛-红,grade-star g-star5,2016-09-04 10:48,钻石会员,x***9
250,山东,来自京东Android客户端,品后再评论，可以推荐购买,加本力梅洛-红,grade-star g-star5,2016-08-13 00:53,钻石会员,j***g
251,北京,来自微信购物,味道还是不错的,桃红起泡,grade-star g-star5,2016-08-11 20:13,钻石会员,e***8
252,四川,来自京东iPhone客户端,不错不错不错,加本力苏维翁,grade-star g-star5,2016-06-27 19:22,钻石会员,東娃
253,广东,,不错，一直喝这个牌子的红酒，很好,梅洛-红,grade-star g-star5,2016-08-11 18:20,金牌会员,t***8
254,,来自京东iPhone客户端,买个很多次这个品牌的红酒，盖子非常独特，简单打开，和黄酒差不多，店里聚会出去带这个非常方便,梅洛-红,grade-star g-star5,2016-09-01 22:48,钻石会员,B***3
255,,来自京东iPhone客户端,京东自营的商品，物流，质量和售后都值得信赖,加本力梅洛-红,grade-star g-star5,2016-08-28 00:07,钻石会员,hiang
256,,来自京东iPhone客户端,京东自营的商品，物流，质量和售后都值得信赖,西拉-红,grade-star g-star5,2016-08-28 00:07,钻石会员,hiang
257,,来自京东iPhone客户端,京东自营的商品，物流，质量和售后都值得信赖,加本力苏维翁,grade-star g-star5,2016-09-01 22:41,钻石会员,hiang
258,江苏,来自京东Android客户端,东西非常不错，物流很快哦,梅洛-红,grade-star g-star5,2016-06-06 14:22,金牌会员,z***0
259,重庆,,口感还不错,加本力苏维翁,grade-star g-star4,2016-07-08 23:21,银牌会员,z***q
260,广东,来自京东iPhone客户端,不得不赞京东的物流，因为拆开包装发现瓶子没有完全套在空气袋里，瓶口露出了一部分，然而并无破损~纯粹中秋屯酒，还没喝。谢谢送货上门的快递哥~,霞多丽白,grade-star g-star5,2016-08-30 17:44,银牌会员,X***郦
261,山东,,就是饮料么···就是饮料么···,霞多丽白,grade-star g-star5,2016-08-28 03:11,钻石会员,m***r
262,北京,来自京东Android客户端,一直这个牌子～非常棒,梅洛-红,grade-star g-star5,2016-09-04 10:03,钻石会员,l***n
263,江苏,来自京东Android客户端,送给姐姐了，希望喜欢,加本力梅洛-红,grade-star g-star5,2016-08-20 11:08,钻石会员,k***w
264,江苏,来自京东Android客户端,送人姐姐了，希望她喜欢,幕斯卡桃红,grade-star g-star5,2016-08-20 11:08,钻石会员,k***w
265,江苏,来自京东Android客户端,包装很严实，买了很多，慢慢喝,幕斯卡白,grade-star g-star5,2016-08-20 11:08,钻石会员,k***w
266,上海,来自京东Android客户端,好,西拉-红,grade-star g-star5,2016-09-01 17:07,钻石会员,h***8
267,江苏,来自京东Android客户端,这次买来好多瓶，还买喝呢，留着慢慢品,西拉-红,grade-star g-star5,2016-08-20 11:08,钻石会员,k***w
268,江苏,来自京东Android客户端,以前买给的的，这次还没喝呢，期待,加本力苏维翁,grade-star g-star5,2016-08-20 11:08,钻石会员,k***w
269,江苏,来自京东Android客户端,刚喝了一种，味道正，以后要多买点，慢慢喝,梅洛-红,grade-star g-star5,2016-08-20 11:08,钻石会员,k***w
270,北京,来自京东Android客户端,确实是好喝不贵,梅洛-红,grade-star g-star5,2016-08-26 12:52,钻石会员,c***0
271,北京,来自京东Android客户端,确实是好喝不贵,加本力苏维翁,grade-star g-star5,2016-08-26 12:52,钻石会员,c***0
272,北京,来自京东Android客户端,好喝，买来给朋友，好喝不贵,幕斯卡桃红,grade-star g-star5,2016-08-26 12:52,钻石会员,c***0
273,,来自京东Android客户端,个人买这个主要配餐用，现在用着感觉很不错,梅洛-红,grade-star g-star5,2016-08-30 20:18,金牌会员,j***4
274,,来自京东Android客户端,口感冰后十五六度，感觉很不错。,西拉-红,grade-star g-star5,2016-08-30 20:18,金牌会员,j***4
275,,来自京东Android客户端,配餐用个人感觉很不错，助消化哟喂,幕斯卡白,grade-star g-star5,2016-08-30 20:18,金牌会员,j***4
276,重庆,来自京东iPhone客户端,还不错，之前买过，不过这种口味的没试过,加本力梅洛-红,grade-star g-star5,2016-08-27 17:04,银牌会员,g***i
277,,来自京东Android客户端,刚收到，包装很好，试过后再评价,西拉-红,grade-star g-star5,2016-09-03 13:32,铜牌会员,J***G
278,,,挺好喝的，物有所值，味道真不错,加本力梅洛-红,grade-star g-star5,2016-08-28 15:06,金牌会员,白***胖
279,上海,来自京东iPhone客户端,口粮酒还不错，下次试试别的,梅洛-红,grade-star g-star5,2016-08-21 20:22,钻石会员,世***1
280,上海,来自京东iPhone客户端,口粮酒还不错，下次试试别的,加本力梅洛-红,grade-star g-star5,2016-08-21 20:22,钻石会员,世***1
281,辽宁,来自京东Android客户端,可以 口感欢快活泼 有果香,西拉-红,grade-star g-star5,2016-08-10 14:40,金牌会员,D***u
282,山东,,黄尾袋鼠葡萄酒，酒很不错，稍有点贵。。,梅洛-红,grade-star g-star5,2016-09-03 14:48,金牌会员,z***d
283,广东,来自京东Android客户端,好。。。。。。。。。。。。。,梅洛-红,grade-star g-star5,2016-06-18 21:25,钻石会员,j***1
284,,来自京东Android客户端,一如既往的好，这牌子红酒不错，经常在京东入货,梅洛-红,grade-star g-star5,2016-09-02 21:35,银牌会员,j***2
285,北京,来自京东iPhone客户端,包装不错有塑料保护袋，味道也不错。,西拉-红,grade-star g-star5,2016-08-30 19:03,钻石会员,k***9
286,上海,来自京东iPhone客户端,一如既往！希望多优惠一些！不错,加本力苏维翁,grade-star g-star5,2016-09-04 00:08,金牌会员,c***7
287,上海,来自京东iPhone客户端,不错，一如既往！希望多优惠些！,西拉-红,grade-star g-star5,2016-09-04 00:08,金牌会员,c***7
288,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,梅洛-红,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
289,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,加本力苏维翁,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
290,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,西拉-红,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
291,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,霞多丽白,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
292,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,幕斯卡白,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
293,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,幕斯卡桃红,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
294,,,京东红酒优惠活动，之前一直喝法国中低端红酒的，也来尝尝澳洲的酒。简单的品尝了一下红酒，喜欢西拉和加本力苏维翁，西拉口味更独特些，苏维翁厚度更佳，至于梅洛就感觉淡了风味属于初学者入门型，不过都是适口的好酒。半干白还没喝，有空和妹子品尝下。以后可以改喝澳洲的酒了，简单易选，不像法国酒那么复杂的还要研究级别和产区。支持京东这么给力的活动，让我用优惠价就喝到了全系列葡萄酒，有对比最好了。,加本力梅洛-红,grade-star g-star5,2016-09-04 06:03,钻石会员,大***印
295,北京,来自京东Android客户端,多次购买,西拉-红,grade-star g-star5,2016-08-25 18:13,钻石会员,y***0
296,北京,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-08-25 18:13,钻石会员,y***0
297,北京,来自京东Android客户端,多次购买,加本力梅洛-红,grade-star g-star5,2016-08-25 18:13,钻石会员,y***0
298,广东,来自京东Android客户端,已经买了多次了，好喝，不贵。,梅洛-红,grade-star g-star5,2016-09-03 21:26,钻石会员,j***9
299,广东,来自京东Android客户端,进口酒里面性价比最高的，一直买这个。,梅洛-红,grade-star g-star5,2016-07-26 17:51,钻石会员,k***k
300,广东,来自京东Android客户端,一直在喝这款红酒，这次是补货的，棒！,加本力苏维翁,grade-star g-star5,2016-09-03 08:03,钻石会员,盘***霞
301,山东,来自京东Android客户端,看着不错，还没喝，等喝了再来,加本力苏维翁,grade-star g-star5,2016-09-02 14:53,金牌会员,b***3
302,安徽,来自京东iPhone客户端,口味不错 价格合适 颜值高,加本力苏维翁,grade-star g-star5,2016-09-03 06:07,钻石会员,j***t
303,安徽,来自京东iPhone客户端,口味不错 价格合适 颜值高,幕斯卡桃红,grade-star g-star5,2016-09-03 06:07,钻石会员,j***t
304,广东,来自京东Android客户端,第一次买，喝后再发表感受。,西拉-红,grade-star g-star5,2016-09-03 15:18,钻石会员,t***n
305,江苏,来自京东iPhone客户端,111111111111,霞多丽白,grade-star g-star5,2016-08-28 21:10,钻石会员,顾***宝
306,江苏,来自京东iPhone客户端,111111111111,幕斯卡白,grade-star g-star5,2016-08-28 21:10,钻石会员,顾***宝
307,江苏,来自京东iPhone客户端,1111111111111,幕斯卡桃红,grade-star g-star5,2016-08-28 21:10,钻石会员,顾***宝
308,江苏,来自京东iPhone客户端,1111111111111,加本力梅洛-红,grade-star g-star5,2016-08-28 21:10,钻石会员,顾***宝
309,云南,来自京东Android客户端,看起来还可以，喝了再评价。,梅洛-红,grade-star g-star5,2016-09-02 22:37,银牌会员,k***1
310,云南,来自京东Android客户端,看起来还可以，喝了再评价。,加本力苏维翁,grade-star g-star5,2016-09-02 22:37,银牌会员,k***1
311,云南,来自京东Android客户端,看起来还可以，喝了再评价。,西拉-红,grade-star g-star5,2016-09-02 22:37,银牌会员,k***1
312,广东,,质量不错，送货速度快，一直购买！！！！！！,加本力梅洛-红,grade-star g-star5,2016-08-02 21:37,钻石会员,L***Z
313,广东,来自京东iPhone客户端,多次购买了，作为平时的佐餐用酒，性价比好好，喝起来也跟顺口,梅洛-红,grade-star g-star5,2016-08-23 00:41,钻石会员,牛***闻
314,江苏,来自京东Android客户端,一直在京东买，信赖京东，希望能坚持品质,幕斯卡白,grade-star g-star5,2016-09-02 23:48,钻石会员,h***u
315,,来自京东Android客户端,比蓝色的容易入口。。。不错。。不错。。五十一下的唯一选择,梅洛-红,grade-star g-star5,2016-08-31 11:34,金牌会员,s***8
316,江苏,,澳洲的红酒 瓶盖是铝旋盖 很奇怪 不懂红酒不评价味道,梅洛-红,grade-star g-star5,2016-07-31 23:54,金牌会员,a***u
317,,来自京东Android客户端,好,霞多丽白,grade-star g-star5,2016-09-01 21:53,钻石会员,e***Z
318,山东,来自京东Android客户端,酒很好，包装仔细没有破损，买过很多次了，非常喜欢,梅洛-红,grade-star g-star5,2016-09-01 17:44,金牌会员,h***7
319,广东,来自京东iPhone客户端,这款和红色那款口感非常不错，偏甜！适合刚接触红酒的人！送货快捷！包装好！,梅洛-红,grade-star g-star5,2016-08-28 08:42,银牌会员,s***4
320,广东,,好酒！准备大批入货，送朋友。,梅洛-红,grade-star g-star5,2016-09-03 22:42,钻石会员,f***n
321,广东,,好酒！准备大批入货，送朋友。,西拉-红,grade-star g-star5,2016-09-03 22:42,钻石会员,f***n
322,贵州,来自京东iPhone客户端,京东物流真的没话说，很快就送到了。包装很仔细。,西拉-红,grade-star g-star5,2016-09-02 16:37,银牌会员,不***O
323,,来自京东Android客户端,好喝,幕斯卡白,grade-star g-star5,2016-08-31 16:47,金牌会员,j***d
324,广东,来自京东iPhone客户端,相信京东，在京东小到调料罐，大到双开门冰箱电视洗衣机从来没有让我失望过我不知道为什么有人对京东评论那么夸张 东西你认为不好为什么不退呢？我也退过东西，或者下单了又不想要了，京东都没有说什么就满足了我的要求！我认为京东是最好的网站，送货速度说很快很专业的！宝贝的质量也很好，目前为止没有出现过任何问题,梅洛-红,grade-star g-star5,2016-08-24 22:21,金牌会员,黑***粉
325,辽宁,来自京东iPhone客户端,京东品质，值得信赖，支持京东,西拉-红,grade-star g-star5,2016-08-30 22:58,钻石会员,y***u
326,天津,来自京东Android客户端,好喝！个人最喜欢喝的就是西拉。,西拉-红,grade-star g-star5,2016-08-23 20:16,钻石会员,a***t
327,黑龙江,来自京东iPhone客户端,很好，已经买过几次了，很好喝！,西拉-红,grade-star g-star5,2016-08-10 13:33,钻石会员,j***q
328,,来自京东iPhone客户端,老顾客，红酒现在就喝这个,加本力苏维翁,grade-star g-star5,2016-09-01 07:35,银牌会员,古***X
329,,来自京东iPhone客户端,老顾客，满意的没话说,加本力梅洛-红,grade-star g-star5,2016-09-01 07:35,银牌会员,古***X
330,,来自京东Android客户端,不错,幕斯卡桃红,grade-star g-star5,2016-09-03 10:52,金牌会员,j***4
331,广东,来自京东Android客户端,可以可以，比市场上买的便宜多了，而且京东的东西还是值得信赖的,加本力梅洛-红,grade-star g-star5,2016-09-03 13:07,银牌会员,z***u
332,,,一直是在京东买红酒，就是价格波动太大了，酒还是可以，,起泡葡萄酒,grade-star g-star5,2016-08-28 21:35,钻石会员,j***1
333,北京,来自京东Android客户端,不错不错，京东的常客了，满意满意,梅洛-红,grade-star g-star5,2016-08-20 10:55,钻石会员,情***人
334,北京,来自京东Android客户端,不错不错，京东的常客了，满意满意,加本力苏维翁,grade-star g-star5,2016-08-20 10:55,钻石会员,情***人
335,北京,来自京东Android客户端,不错不错，京东的常客了，满意满意,西拉-红,grade-star g-star5,2016-08-20 10:55,钻石会员,情***人
336,北京,来自京东Android客户端,不错不错，京东的常客了，满意满意,幕斯卡白,grade-star g-star5,2016-08-20 10:55,钻石会员,情***人
337,北京,来自京东Android客户端,不错不错，京东的常客了，满意满意,幕斯卡桃红,grade-star g-star5,2016-08-20 10:55,钻石会员,情***人
338,北京,来自京东Android客户端,不错不错，京东的常客了，满意满意,加本力梅洛-红,grade-star g-star5,2016-08-20 10:55,钻石会员,情***人
339,江苏,来自京东iPhone客户端,不错...........,梅洛-红,grade-star g-star5,2016-08-28 21:10,钻石会员,顾***宝
340,北京,来自京东Android客户端,还没有喝，买来屯着,梅洛-红,grade-star g-star5,2016-08-28 10:46,钻石会员,d***4
341,,来自京东iPhone客户端,朋友推荐的应该不错吧！,霞多丽白,grade-star g-star5,2016-09-03 19:37,金牌会员,j***y
342,,来自京东iPhone客户端,非常好用，推荐购买。,加本力梅洛-红,grade-star g-star5,2016-07-30 00:16,钻石会员,hfonline99
343,,来自京东iPhone客户端,第一次购买喝后再评价吧！,幕斯卡白,grade-star g-star5,2016-09-03 19:37,金牌会员,j***y
344,辽宁,来自京东Android客户端,很不错的东西，下回还会购买,西拉-红,grade-star g-star5,2016-08-26 12:20,金牌会员,m***8
345,北京,来自京东iPad客户端,多次购买了。非常棒喜欢喝这个味道,西拉-红,grade-star g-star5,2016-09-03 10:06,银牌会员,zhonghewxl
346,,来自京东iPhone客户端,一直信赖京东，京东价格优惠，而且物流快,梅洛-红,grade-star g-star5,2016-08-12 10:27,钻石会员,x***9
347,,来自京东iPhone客户端,一直信赖京东，京东价格优惠，而且物流快,加本力苏维翁,grade-star g-star5,2016-08-12 10:27,钻石会员,x***9
348,,来自京东iPhone客户端,一直信赖京东，京东价格优惠，而且物流快,西拉-红,grade-star g-star5,2016-08-12 10:27,钻石会员,x***9
349,,来自京东iPhone客户端,一直信赖京东，京东价格优惠，而且物流快,幕斯卡白,grade-star g-star5,2016-08-12 10:27,钻石会员,x***9
350,,来自京东iPhone客户端,一直信赖京东，京东价格优惠，而且物流快,幕斯卡桃红,grade-star g-star5,2016-08-12 10:27,钻石会员,x***9
351,,来自京东iPhone客户端,一直信赖京东，京东价格优惠，而且物流快,加本力梅洛-红,grade-star g-star5,2016-08-12 10:27,钻石会员,x***9
352,,来自京东iPhone客户端,一般般,加本力苏维翁,grade-star g-star4,2016-08-13 10:58,钻石会员,p***i
353,广东,来自京东Android客户端,好,梅洛-红,grade-star g-star5,2016-09-03 22:43,金牌会员,j***d
354,广东,来自京东Android客户端,?????还不错,加本力苏维翁,grade-star g-star5,2016-09-01 14:56,铜牌会员,眼***角
355,广东,来自京东Android客户端,还没饮不知道什么味道，期待好饮是正品。,西拉-红,grade-star g-star5,2016-08-31 00:15,金牌会员,酸***1
356,河南,来自京东iPad客户端,还没喝，看上去很不错！,梅洛-红,grade-star g-star5,2016-09-03 12:58,钻石会员,阳光的手
357,湖北,来自京东Android客户端,看着不错，还没有喝！,西拉-红,grade-star g-star5,2016-09-03 07:36,金牌会员,j***n
358,湖北,来自京东iPhone客户端,很棒，买很多次了，性价比很高 很多朋友都要我帮忙买！,梅洛-红,grade-star g-star5,2016-08-07 12:45,钻石会员,逆***1
359,湖北,来自京东iPhone客户端,很棒，买很多次了，性价比很高 很多朋友都要我帮忙买！,幕斯卡桃红,grade-star g-star5,2016-08-07 12:45,钻石会员,逆***1
360,湖北,来自京东iPhone客户端,很棒 买很多次了 性价比很高,幕斯卡白,grade-star g-star5,2016-08-07 12:45,钻石会员,逆***1
361,湖北,来自京东iPhone客户端,很棒 买很多次了 性价比很高,梅洛-红,grade-star g-star5,2016-08-27 13:56,钻石会员,逆***1
362,,来自京东Android客户端,网评很不错，凑单买一瓶尝尝,霞多丽白,grade-star g-star5,2016-08-28 10:38,银牌会员,爱***肉
363,,来自京东Android客户端,包装很好，京东快递给力，快递师傅也不错，还没喝，好喝再买,西拉-红,grade-star g-star5,2016-09-02 22:09,钻石会员,jd_alexge
364,,,味道不错~~,加本力苏维翁,grade-star g-star5,2016-08-31 09:57,铜牌会员,1***m
365,,,还没有开放，应该不错~,霞多丽白,grade-star g-star5,2016-08-31 09:57,铜牌会员,1***m
366,广东,来自京东Android客户端,口感不错,加本力梅洛-红,grade-star g-star5,2016-09-02 10:17,银牌会员,j***尘
367,北京,来自京东Android客户端,不错不错，包装物流还有商品本身都是满分！,起泡葡萄酒,grade-star g-star5,2016-09-02 17:07,金牌会员,O***2
368,,来自京东Android客户端,口感还行，快递速度很快，感觉和鸡尾酒很像,霞多丽白,grade-star g-star5,2016-09-02 21:01,铜牌会员,F***Z
369,,,不错的东西 还行,梅洛-红,grade-star g-star5,2016-08-21 10:54,钻石会员,勇***猪
370,,来自京东Android客户端,口感还行，快递速度很快，感觉和鸡尾酒很像,幕斯卡白,grade-star g-star5,2016-09-02 21:01,铜牌会员,F***Z
371,河南,来自京东iPhone客户端,不错,加本力梅洛-红,grade-star g-star5,2016-06-16 11:28,银牌会员,j***2
372,,,下次再关注,加本力苏维翁,grade-star g-star5,2016-07-14 16:05,铜牌会员,y***1
373,,来自京东Android客户端,好评,梅洛-红,grade-star g-star5,2016-08-25 13:49,银牌会员,j***d
374,,,黄尾袋鼠同价位的我最喜欢的就是这款梅洛红,加本力梅洛-红,grade-star g-star5,2016-07-30 19:44,钻石会员,j***6
375,北京,来自京东iPhone客户端,朋友还挺爱喝的～不错喔～,霞多丽白,grade-star g-star5,2016-09-02 14:03,钻石会员,s***s
376,,来自京东iPhone客户端,还不错,西拉-红,grade-star g-star5,2016-08-23 13:07,银牌会员,j***b
377,福建,来自京东Android客户端,还没有喝，看起来不错， ，，，,梅洛-红,grade-star g-star5,2016-08-22 07:46,金牌会员,LZ_CZL5012
378,北京,来自京东iPhone客户端,好,梅洛-红,grade-star g-star5,2016-09-02 02:53,金牌会员,e***l
379,北京,来自京东iPhone客户端,"很适合女生喝的就餐酒
好评",幕斯卡桃红,grade-star g-star5,2016-07-25 03:02,金牌会员,k***e
380,四川,来自京东iPhone客户端,多次买了，挺好的。。。。。。,加本力梅洛-红,grade-star g-star5,2016-09-02 11:18,金牌会员,o***o
