,area,com_client,comment,goods_name,score,times,user_grade,user_id
175,,,111,1瓶-加本力梅洛-红,grade-star g-star1,2016-02-05 16:45,金牌会员,jd_我草牙疼真要命
176,,,111111,慕斯卡桃红,grade-star g-star1,2016-02-05 16:45,金牌会员,jd_我草牙疼真要命
177,,,111,慕斯卡白,grade-star g-star1,2016-02-05 16:45,金牌会员,jd_我草牙疼真要命
178,,,1111,1瓶-西拉-红,grade-star g-star1,2016-02-05 16:45,金牌会员,jd_我草牙疼真要命
179,,,1111,加本力苏维翁,grade-star g-star1,2016-02-05 16:45,金牌会员,jd_我草牙疼真要命
180,,,111,1瓶-梅洛-红,grade-star g-star1,2016-02-05 16:45,金牌会员,jd_我草牙疼真要命
181,,来自京东iPhone客户端,一次性买了袋鼠三种葡萄的，这款梅洛差些，有明显的香精味，京东经常买正价是正品，加价购是次品，不知道是否给我发的次品,1瓶-梅洛-红,grade-star g-star1,2016-03-21 23:18,银牌会员,r***7
182,广东,来自京东Android客户端,不怎么优惠,加本力苏维翁,grade-star g-star1,2016-03-10 21:55,金牌会员,j***x
183,广东,来自京东Android客户端,不怎么优惠,1瓶-西拉-红,grade-star g-star1,2016-03-10 21:55,金牌会员,j***x
184,广东,来自京东Android客户端,不怎么优惠,1瓶-霞多丽白,grade-star g-star1,2016-03-10 21:55,金牌会员,j***x
185,,来自京东Android客户端,假的。。。,1瓶-西拉-红,grade-star g-star1,2016-03-29 15:59,铜牌会员,偶***煜
186,辽宁,来自京东Android客户端,假货，酒精味太重，喝完嘴一圈都是暗红色洗都洗不掉，还不如三十元的张裕，一直以为京东商品不错，太次了，再也不会爱了,,grade-star g-star1,2016-03-20 14:11,铜牌会员,j***m
187,,来自京东Android客户端,"快递就三天,喝起来一般,涩的很",1瓶-加本力梅洛-红,grade-star g-star1,2016-03-25 19:21,银牌会员,悉***O
188,,来自京东iPhone客户端,货只到一半，这算什么？,,grade-star g-star1,2016-03-19 21:13,铜牌会员,金***V
189,四川,来自京东Android客户端,没喝过这么难喝的葡萄酒，还是酸的，都没有木塞，也不好保存,1瓶-加本力梅洛-红,grade-star g-star1,2016-02-09 19:37,钻石会员,w***6
190,,,不好喝，没长城的好！！！！！,1瓶-珍藏西拉红,grade-star g-star1,2016-03-09 16:37,铜牌会员,欢***8
191,,来自手机QQ购物,可能是口味不同，难喝死了，一股硫的味道,1瓶-加本力梅洛-红,grade-star g-star1,2016-01-24 20:24,铜牌会员,r***h
192,,来自京东iPhone客户端,不好喝，感觉是假的,1瓶-珍藏西拉红,grade-star g-star1,2016-01-13 14:58,金牌会员,b***生
193,,来自京东iPhone客户端,这酒真难喝、太苦、下不了嘴,1瓶-加本力梅洛-红,grade-star g-star1,2016-03-21 21:42,银牌会员,沙***也
194,广东,来自京东Android客户端,假酒,慕斯卡桃红,grade-star g-star1,2016-02-02 01:36,金牌会员,小***2
195,北京,来自京东iPhone客户端,酸酸苦苦的味道，巨难喝啊，连橡木塞都没有，就是个啤酒瓶盖子，，，,,grade-star g-star1,2016-03-18 17:03,银牌会员,j***y
196,陕西,来自京东Android客户端,一个字 差 俩个字太差 三个字 非常差，服务态度差，刚买几天就降价，让返还差价，结果给你回复一大堆乱七八糟的理由和借口！ 真心后悔买了！ 几天之前买的时候是364 没过几天，就降价324 这让我们如何去信任商户！京东老会员了！ 最不愉快的一次购物！建议大家购买谨慎！,,grade-star g-star1,2016-03-09 16:35,钻石会员,段***扬
197,陕西,来自京东Android客户端,一个字 差 俩个字太差 三个字 非常差，服务态度差，刚买几天就降价，让返还差价，结果给你回复一大堆乱七八糟的理由和借口！ 真心后悔买了！ 几天之前买的时候是364 没过几天，就降价324 这让我们如何去信任商户！京东老会员了！ 最不愉快的一次购物！建议大家购买谨慎！,慕斯卡白,grade-star g-star1,2016-03-09 16:35,钻石会员,段***扬
198,陕西,来自京东Android客户端,一个字 差 俩个字太差 三个字 非常差，服务态度差，刚买几天就降价，让返还差价，结果给你回复一大堆乱七八糟的理由和借口！ 真心后悔买了！ 几天之前买的时候是364 没过几天，就降价324 这让我们如何去信任商户！京东老会员了！ 最不愉快的一次购物！建议大家购买谨慎！,慕斯卡桃红,grade-star g-star1,2016-03-09 16:35,钻石会员,段***扬
199,陕西,来自京东Android客户端,一个字 差 俩个字太差 三个字 非常差，服务态度差，刚买几天就降价，让返还差价，结果给你回复一大堆乱七八糟的理由和借口！ 真心后悔买了！ 几天之前买的时候是364 没过几天，就降价324 这让我们如何去信任商户！京东老会员了！ 最不愉快的一次购物！建议大家购买谨慎！,1瓶-加本力梅洛-红,grade-star g-star1,2016-03-09 16:35,钻石会员,段***扬
200,广东,来自京东iPhone客户端,难喝！！！！！！！！！,慕斯卡桃红,grade-star g-star1,2016-03-17 00:02,金牌会员,j***v
201,广东,来自京东iPhone客户端,在京东买过多次，香港港买了几瓶，对比一下，都是原瓶进口，怎么会有差异呢？同一年的。注意袋鼠脖子上有无打点，和袋鼠印章的清晰度。请京东重视，给消费者一个负责任的，合理的解释！,,grade-star g-star1,2016-03-03 19:37,金牌会员,sky1707
202,吉林,来自京东Android客户端,不好喝，又淡又苦。和**钱的差不多。,1瓶-珍藏西拉红,grade-star g-star1,2016-03-14 09:08,银牌会员,W***r
203,,来自微信购物,买两瓶酒二维码扫的结果一瓶真一瓶假,1瓶-加本力梅洛-红,grade-star g-star1,2016-03-16 19:05,铜牌会员,sTrfjeGntUFS
204,海南,来自京东Android客户端,买回来没几天就降价。???,1瓶-西拉-红,grade-star g-star1,2016-03-10 10:52,钻石会员,j***q
205,广东,来自京东iPhone客户端,下单(1月31日)第2天显示货已到了配送点，但一直等了3一4天都无收到，本以为春节前比较慢，但到了2月5日那天，系统却显示我已收了货，令我非常奇怪，因为我本人根本没收到，为此直接与京东客服投诉，在过年其间客服曾多次来电了解、处理。最后给出的答复是配送员把货品遗失，因为是货到付款的，所以配送员自行付款了，但直至春节都没与我联系，而令人更气愤的是配送员私下代我签收了，并不是将货物当遗失赔尝后而重发给我，本来订的酒是过年喝的，这事从投诉到得到答复已差不多10天时间，最后与客服沟通后，决定不需要重发货了，所以直到现在我是没收货的。,1瓶-梅洛-红,grade-star g-star1,2016-01-30 20:16,银牌会员,星***8
206,广东,来自京东iPhone客户端,下单(1月31日)第2天显示货已到了配送点，但一直等了3一4天都无收到，本以为春节前比较慢，但到了2月5日那天，系统却显示我已收了货，令我非常奇怪，因为我本人根本没收到，为此直接与京东客服投诉，在过年其间客服曾多次来电了解、处理。最后给出的答复是配送员把货品遗失，因为是货到付款的，所以配送员自行付款了，但直至春节都没与我联系，而令人更气愤的是配送员私下代我签收了，并不是将货物当遗失赔尝后而重发给我，本来订的酒是过年喝的，这事从投诉到得到答复已差不多10天时间，最后与客服沟通后，决定不需要重发货了，所以直到现在我是没收货的。,,grade-star g-star1,2016-01-30 20:16,银牌会员,星***8
207,广东,来自京东iPhone客户端,下单(1月31日)第2天显示货已到了配送点，但一直等了3一4天都无收到，本以为春节前比较慢，但到了2月5日那天，系统却显示我已收了货，令我非常奇怪，因为我本人根本没收到，为此直接与京东客服投诉，在过年其间客服曾多次来电了解、处理。最后给出的答复是配送员把货品遗失，因为是货到付款的，所以配送员自行付款了，但直至春节都没与我联系，而令人更气愤的是配送员私下代我签收了，并不是将货物当遗失赔尝后而重发给我，本来订的酒是过年喝的，这事从投诉到得到答复已差不多10天时间，最后与客服沟通后，决定不需要重发货了，所以直到现在我是没收货的。,1瓶-西拉-红,grade-star g-star1,2016-01-30 20:16,银牌会员,星***8
208,广东,来自京东iPhone客户端,下单(1月31日)第2天显示货已到了配送点，但一直等了3一4天都无收到，本以为春节前比较慢，但到了2月5日那天，系统却显示我已收了货，令我非常奇怪，因为我本人根本没收到，为此直接与京东客服投诉，在过年其间客服曾多次来电了解、处理。最后给出的答复是配送员把货品遗失，因为是货到付款的，所以配送员自行付款了，但直至春节都没与我联系，而令人更气愤的是配送员私下代我签收了，并不是将货物当遗失赔尝后而重发给我，本来订的酒是过年喝的，这事从投诉到得到答复已差不多10天时间，最后与客服沟通后，决定不需要重发货了，所以直到现在我是没收货的。,慕斯卡白,grade-star g-star1,2016-01-30 20:16,银牌会员,星***8
209,广东,来自京东iPhone客户端,下单(1月31日)第2天显示货已到了配送点，但一直等了3一4天都无收到，本以为春节前比较慢，但到了2月5日那天，系统却显示我已收了货，令我非常奇怪，因为我本人根本没收到，为此直接与京东客服投诉，在过年其间客服曾多次来电了解、处理。最后给出的答复是配送员把货品遗失，因为是货到付款的，所以配送员自行付款了，但直至春节都没与我联系，而令人更气愤的是配送员私下代我签收了，并不是将货物当遗失赔尝后而重发给我，本来订的酒是过年喝的，这事从投诉到得到答复已差不多10天时间，最后与客服沟通后，决定不需要重发货了，所以直到现在我是没收货的。,1瓶-加本力梅洛-红,grade-star g-star1,2016-01-30 20:16,银牌会员,星***8
210,北京,来自京东iPhone客户端,口感很差，一点都不好喝，有点硫化物的味道,1瓶-霞多丽白,grade-star g-star1,2016-02-15 11:24,金牌会员,j***7
211,湖南,来自京东Android客户端,差的要死，是假的，苦的要死,1瓶-梅洛-红,grade-star g-star1,2016-01-30 00:21,银牌会员,米***狸
212,,来自手机QQ购物,假得很没水平,,grade-star g-star1,2016-03-15 23:41,铜牌会员,j***n
213,北京,来自京东Android客户端,很劣质，酒精味极浓，完全不是干红。,1瓶-西拉-红,grade-star g-star1,2016-02-04 20:27,钻石会员,y***r
214,河北,来自京东iPhone客户端,真难喝、真难喝、真难喝，也可能是我不适应，不过实在太难喝了。我喝了三两，搞的我头、心里都不舒服。中午喝的另一个气泡的，比这个还好一点点。不如啤酒喝的痛快。,桃红起泡,grade-star g-star1,2016-03-17 22:39,金牌会员,积***考
215,北京,来自京东iPhone客户端,收到的酒生产日期与图片不符，几个意思？,1瓶-珍藏西拉红,grade-star g-star1,2016-03-14 08:44,钻石会员,f***e
216,,来自京东Android客户端,不好！,,grade-star g-star1,2016-01-31 01:14,银牌会员,沈***棋
217,福建,来自京东Android客户端,不好喝，便宜没好货,,grade-star g-star1,2016-01-18 19:58,钻石会员,j***3
218,北京,,酒塞都没有的酒 口感还不如*钱的张裕 难喝的只能做鱼了,,grade-star g-star1,2016-03-02 22:31,钻石会员,jd_6301c023851c3
219,,,每瓶酒喝到最后都有很多黑色的细颗粒，是没有过滤干净吗？,1瓶-西拉-红,grade-star g-star1,2016-03-06 12:02,钻石会员,llmrabbit
220,江苏,来自京东Android客户端,京东缺乏责任心,,grade-star g-star1,2016-01-31 07:36,钻石会员,j***y
221,江苏,来自京东Android客户端,？？,1瓶-西拉-红,grade-star g-star1,2016-01-31 07:36,钻石会员,j***y
222,北京,来自京东iPhone客户端,京东搞的文字游戏 满99买3件,1瓶-梅洛-红,grade-star g-star1,2016-03-13 19:18,钻石会员,哈***噜
223,上海,来自京东iPhone客户端,不是京东自营的酒，好大的忽悠,1瓶-珍藏西拉红,grade-star g-star1,2016-03-14 10:42,金牌会员,j***c
224,北京,来自京东Android客户端,价格便宜，味道很一般，基本就是水味儿！,1瓶-珍藏西拉红,grade-star g-star1,2016-01-14 18:01,钻石会员,李***徽
225,广东,来自京东Android客户端,111111111111,1瓶-西拉-红,grade-star g-star1,2016-03-08 20:51,金牌会员,申***i
226,,来自京东Android客户端,太难喝了。。。,1瓶-加本力梅洛-红,grade-star g-star1,2016-01-28 00:32,钻石会员,顺***渺
227,,来自京东iPhone客户端,可以,1瓶-霞多丽白,grade-star g-star1,2016-02-09 22:56,金牌会员,萌***5
228,西藏,来自京东iPhone客户端,为什么买完就降价了为什么买完就降价了为什么买完就降价了为什么买完就降价了为什么买完就降价了京东好坑,1瓶-珍藏西拉红,grade-star g-star1,2016-03-03 15:26,银牌会员,c***k
229,,来自京东iPhone客户端,特别差，我特别生气，没见过这么差的包装！没见过这么差的客服，我一直是京东忠实的客户，我两个账户去年到今年在京东购物不下五六万了，第一次遇到这么差的售后服务，我是重庆的顾客，2月6日回江西的老家过年，给家里买了这款红酒6瓶，还有椰子汁，加多宝，油米都有，收到红酒时打烂一瓶，联系客服，退回去一瓶，说退钱，10号，客服打电话告诉我，补发一瓶行吗？我说行啊，等到二十几号还没收到，我人已经回到重庆，追问客服，说没见到这个单，现在帮我处理，退钱可以不？我说好啊！等到3月6、7号的时候又打电话说现在给我退钱，三天之内注意查收，到昨天又打电话去给我的83的老父亲，问东问西，老人耳聋眼花，不知道怎么回事，打电话问我，我气都坏了，今天又打电话给我问我，说钱已经退给我了，查了银行卡，根本没有收到，啰里八嗦问了我一大堆，就一件如此小的售后服务搞到如此复杂，前前后后十几个电话都没有解决问题！你们京东也太离谱了吧！一个多月了，折腾死人了，几十元钱，你们的售后也太差了！我都无语了，什么呀！我都找不到词语形容你们这种不作为，拖拉，不专业的工作态度，真是特别生气！反正还没解决！,1瓶-西拉-红,grade-star g-star1,2016-02-01 21:09,银牌会员,j***c
230,北京,来自京东iPhone客户端,不好喝,1瓶-梅洛-红,grade-star g-star1,2016-02-25 22:49,钻石会员,b***8
231,,,不好喝,1瓶-西拉-红,grade-star g-star1,2016-02-21 15:36,银牌会员,假***哥
232,河北,来自京东Android客户端,还没喝，不过在网页上看不出红酒类型，想买干红拿到手才发现是半干型的,,grade-star g-star1,2016-03-07 11:26,金牌会员,j***0
233,辽宁,,着酒真不咋滴 太垃圾了 还是别买了,,grade-star g-star1,2016-01-30 19:09,银牌会员,jd188429rqs
234,浙江,来自京东Android客户端,"先说说商品：买了9瓶黄尾袋鼠，收到的是7瓶黄尾袋鼠+2瓶“类人首”。劝大家收到货物要仔细核对一下，1看商品是否符合，二看是否有破损。
再说说售后服务：3.2发起换货服务，3.4才由系统自动审核通过，今天是3.9，页面显示退换的货物正在检测，还没给我发过来。到目前已经1个星期了，还没完成换货。这个售后服务效率相比售前送货效率也太低了。",,grade-star g-star1,2016-03-01 19:01,钻石会员,mglcyd
235,,来自京东iPhone客户端,很少给差评，不太好喝啊，有点酸，喝到胃里有点烧,1瓶-西拉-红,grade-star g-star1,2016-03-07 20:03,银牌会员,J***4
236,,来自京东Android客户端,第一次京東訂酒那麼慢的，頁面顯示都在家門口了，就是遲遲不送，搞甚麼鬼啊~,,grade-star g-star1,2016-03-03 19:15,钻石会员,醉***楼
237,,,喝着怎么有股胶皮味。是我太土了，还是酒有问题,1瓶-霞多丽白,grade-star g-star1,2016-03-01 20:55,金牌会员,f***i
238,广东,来自京东iPhone客户端,像色素一样，差，,,grade-star g-star1,2016-02-23 18:47,钻石会员,j***1
239,,来自京东iPhone客户端,味道不咋的,1瓶-梅洛-红,grade-star g-star1,2016-01-25 14:40,钻石会员,j***4
240,湖北,来自京东Android客户端,拍后半个多月没到货，联系客服多次，总说年底订单多太忙，最后一次还骗说到了，让自已去邮政取货，跑去两次邮政的都说没到，根本没那快递，京东还喜欢玩这手骗人把戏啊，只好退货了。,1瓶-珍藏西拉红,grade-star g-star1,2016-01-25 12:52,银牌会员,云***9
241,北京,来自京东iPhone客户端,酒凑合但是买完就降价 闹哪样238买的 第二天就变99了,1瓶-珍藏西拉红,grade-star g-star1,2016-03-03 19:34,钻石会员,老***n
242,广东,,垃圾，这种东西也拿出来卖，不知是不是真真进口，反正超差的,,grade-star g-star1,2016-01-15 14:06,金牌会员,H***D
243,广东,来自京东iPhone客户端,口感不好，喝起来酸酸，瑟口不好喝，下次不买了,,grade-star g-star1,2016-03-04 06:58,钻石会员,代大
244,,来自京东Android客户端,假酒，勾兑的，亲们不要上当,,grade-star g-star1,2016-03-02 20:34,银牌会员,138*****078
245,广东,来自京东Android客户端,好...难喝，涩得不行。贪便宜，还没长城好，估计是我目前喝的最差红酒。,1瓶-加本力梅洛-红,grade-star g-star1,2016-01-26 14:47,钻石会员,随***动
246,,来自京东Android客户端,喝了上头，酒有问题,1瓶-加本力梅洛-红,grade-star g-star1,2016-01-18 20:24,钻石会员,j***h
247,广东,来自京东Android客户端,假酒来的，超级难喝，根本不能入口，试了下就扔了,1瓶-加本力梅洛-红,grade-star g-star1,2016-02-28 22:19,银牌会员,j***a
248,重庆,来自京东iPhone客户端,假酒，麻舌头,1瓶-加本力梅洛-红,grade-star g-star1,2016-01-12 22:22,银牌会员,-***_
249,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
250,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
251,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
252,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
253,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
254,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
255,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
256,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
257,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
258,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
259,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
260,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
261,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
262,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
263,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
264,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
265,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
266,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
267,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
268,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
269,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
270,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
271,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
272,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
273,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
274,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
275,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
276,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
277,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
278,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
279,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
280,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
281,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
282,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
283,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
284,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
285,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
286,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
287,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
288,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
289,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
290,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
291,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
292,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
293,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
294,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
295,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
296,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
297,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
298,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
299,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
300,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
301,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
302,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
303,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
304,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
305,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
306,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
307,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
308,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
309,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
310,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
311,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
312,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
313,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
314,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
315,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
316,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
317,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
318,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
319,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
320,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
321,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
322,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
323,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
324,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
