Customer_ID,Gender,Age,L_O_S,Tariff,Handset
K163420,0,32,31.233333,Play 300,S50
K163430,0,31,52.766667,Play 300,S50
K163440,0,45,50.966667,Play 300,S50
K163450,1,60,12.9,Play 300,ASAD170
K163500,0,42,26.266667,Play 300,ASAD170
K163510,1,36,11.866667,Play 300,S50
K163520,1,54,21.9,Play 300,S80
K163540,1,26,17.5,Play 300,S50
K163550,1,51,22.666667,Play 300,S80
K163570,1,34,56.4,Play 300,S80
K163580,0,29,36.633333,Play 300,S50
K163600,0,29,47.2,Play 300,ASAD170
K163610,1,27,9.7,Play 300,S80
K163630,0,27,48.5,Play 300,S80
K163650,0,27,14.5,Play 300,ASAD170
K163660,1,43,15.333333,Play 300,S50
K163690,0,42,26.133333,Play 300,S50
K163710,0,43,10.833333,Play 300,S80
K163720,1,33,56.6,Play 300,S50
K163740,0,30,13.9,Play 300,ASAD90
K163770,1,27,27.966667,Play 300,S80
K163780,0,45,17,Play 300,ASAD170
K163790,0,32,52.966667,Play 300,S50
K163800,0,29,30.533333,Play 300,S80
K163810,1,34,47.466667,Play 300,S80
K163830,1,51,52.266667,Play 300,S50
K163840,0,39,36.533333,Play 300,S50
K163850,0,54,45.366667,Play 300,ASAD170
K163860,0,26,51.033333,Play 300,S80
K163870,1,39,26.8,Play 300,S80
K163880,1,34,10.8,Play 300,S50
K163890,1,35,51.333333,Play 300,S50
K163900,1,28,41.866667,Play 300,S80
K163910,0,32,19.866667,Play 300,ASAD170
K163920,1,31,12.266667,Play 300,ASAD170
K163930,0,27,26.733333,Play 300,S80
K163940,1,44,36.233333,Play 300,ASAD170
K163950,0,45,57.3,Play 300,S50
K163960,1,30,37.533333,Play 300,S80
K163990,1,31,57.766667,Play 300,ASAD170
K164010,0,30,39.733333,Play 300,S80
K164020,0,33,24.1,Play 300,S80
K164030,1,42,41.533333,Play 300,ASAD170
K164040,1,34,20.566667,Play 300,ASAD170
K164060,1,35,21.1,Play 300,S50
K164070,0,31,47.033333,Play 300,ASAD170
K164080,1,27,39.8,Play 300,S80
K164090,1,65,38.2,Play 300,S80
K164100,0,43,51.9,Play 300,ASAD170
K164150,1,51,29.566667,Play 300,S80
K164170,1,53,34.633333,Play 300,S50
K164180,1,42,55.166667,Play 300,S50
K164190,1,28,40.5,Play 300,S80
K164200,0,46,14.566667,Play 300,ASAD170
K164210,1,29,26.133333,Play 300,S80
K164220,0,40,16.6,Play 300,S50
K164250,0,29,34.6,Play 300,ASAD170
K164270,0,43,56.766667,Play 300,S80
K164280,1,48,11.1,Play 300,S80
K164290,0,36,53.933333,Play 300,ASAD170
K164300,0,27,46.666667,Play 300,S80
K164310,1,57,35.233333,Play 300,S80
K164320,0,28,24.266667,Play 300,S80
K164330,1,38,36.666667,Play 300,S50
K164340,0,44,14.766667,Play 300,ASAD170
K164350,0,27,48.266667,Play 300,S50
K164360,0,31,26.6,Play 300,ASAD170
K164380,0,33,31.433333,Play 300,ASAD170
K164400,0,51,43.233333,Play 300,S80
K164410,1,46,42.466667,Play 300,ASAD170
K164420,0,27,43.533333,Play 300,S80
K164430,0,52,27.1,Play 300,S50
K164440,0,49,42.866667,Play 300,ASAD170
K164480,1,49,35.133333,Play 300,S50
K164490,1,65,21.066667,Play 300,S50
K164500,0,50,49.733333,Play 300,S80
K164510,0,50,21,Play 300,ASAD170
K164520,1,59,47.433333,Play 300,ASAD170
K164530,0,52,26.9,Play 300,S80
K164540,0,52,47,Play 300,ASAD170
K164550,1,27,10.8,Play 300,S50
K164570,0,37,45.6,Play 300,S80
K164580,1,26,24.866667,Play 300,S50
K164590,1,54,57.9,Play 300,ASAD170
K164600,1,26,47.566667,Play 300,ASAD90
K164610,1,41,52.933333,Play 300,S80
K164640,1,27,16.433333,Play 300,ASAD170
K164650,0,28,32,Play 300,S50
K164660,0,36,13.733333,Play 300,S80
K164670,1,61,40.533333,Play 300,S80
K164680,0,44,11.4,Play 300,S50
K164710,0,47,23.4,Play 300,ASAD170
K164720,1,28,15.566667,Play 300,S50
K164730,0,66,55.966667,Play 300,S50
K164740,1,53,54.466667,Play 300,S80
K164750,0,36,48.7,Play 300,S80
K164770,1,34,43.833333,Play 300,S50
K164780,0,64,10.1,Play 300,ASAD170
K164810,1,53,20.4,Play 300,ASAD170
K164820,1,35,15.333333,Play 300,ASAD170
K164830,1,34,42.433333,Play 300,S50
K164840,0,40,37.233333,Play 300,S80
K164850,1,31,40.333333,Play 300,ASAD170
K164860,1,38,33.3,Play 300,ASAD170
K164870,0,26,28.4,Play 300,ASAD170
K164880,1,35,11.9,Play 300,ASAD170
K164900,0,39,56.7,Play 300,ASAD170
K164910,0,27,18.633333,Play 300,S50
K164920,1,34,42.466667,Play 300,S50
K164930,0,30,55.3,Play 300,S50
K164940,0,28,9.9,Play 300,S80
K164950,1,43,28.2,Play 300,S80
K164960,0,29,57.4,Play 300,ASAD90
K164970,0,26,39.466667,Play 300,ASAD170
K164990,1,52,40.5,Play 300,S80
K165000,1,35,14,Play 300,S80
K165010,1,31,56.866667,Play 300,S80
K165020,0,35,13.033333,Play 300,S50
K165040,1,47,17.033333,Play 300,ASAD170
K165050,1,43,17.433333,Play 300,ASAD170
K165060,0,35,32.4,Play 300,S80
K165080,1,26,34.366667,Play 300,ASAD170
K165090,0,37,47.266667,Play 300,ASAD170
K165100,1,28,40.466667,Play 300,S80
K165110,0,32,57.466667,Play 300,S50
K165120,0,27,34.133333,Play 300,S50
K165130,1,29,29.5,Play 300,ASAD170
K165140,1,30,19.7,Play 300,ASAD90
K165160,0,31,14.566667,Play 300,S80
K165170,1,35,44.266667,Play 300,S80
K165180,1,46,55.2,Play 300,ASAD170
K165210,1,44,29.366667,Play 300,ASAD170
K165220,1,58,50.3,Play 300,S80
K165230,1,37,36.8,Play 300,ASAD90
K165240,1,42,43.633333,Play 300,ASAD170
K165250,0,44,35.5,Play 300,S50
K165260,1,66,40.6,Play 300,ASAD170
K165270,1,47,45.333333,Play 300,S80
K165280,1,33,41.2,Play 300,ASAD170
K165290,0,41,45.333333,Play 300,ASAD170
K165310,0,27,13.166667,Play 300,S50
K165320,0,43,49.466667,Play 300,S80
K165340,0,50,51.666667,Play 300,ASAD170
K165350,0,46,49.2,Play 300,ASAD90
K165360,0,30,40.733333,Play 300,S50
K165370,1,40,16.533333,Play 300,ASAD170
K165390,1,32,39.2,Play 300,S50
K165400,0,51,52.6,Play 300,S50
K165410,1,38,9.666667,Play 300,ASAD170
K165420,0,40,15.9,Play 300,ASAD90
K165430,0,60,22.9,Play 300,ASAD170
K165440,1,50,39.833333,Play 300,S80
K165450,0,33,57.366667,Play 300,S80
K165460,1,31,29.433333,Play 300,S50
K165490,0,28,26.433333,Play 300,S80
K165500,1,30,54.7,Play 300,S50
K165510,1,33,38.333333,Play 300,ASAD170
K165530,1,27,31.966667,Play 300,ASAD170
K165540,0,36,29.1,Play 300,ASAD170
K165550,1,59,16.5,Play 300,ASAD170
K165570,0,27,17.533333,Play 300,ASAD170
K165580,0,26,9.8,Play 300,S50
K165620,1,17,11.466667,CAT 100,ASAD170
K165630,0,17,51.3,CAT 100,S50
K165680,1,20,35.8,CAT 100,ASAD170
K165740,0,19,13.2,CAT 100,ASAD170
K165810,1,13,15.766667,CAT 100,ASAD170
K165870,0,25,31.1,CAT 100,S50
K165910,1,12,49.233333,CAT 100,ASAD170
K165940,1,22,35.866667,CAT 100,ASAD170
K165950,0,17,40.5,CAT 100,ASAD170
K165960,0,14,15.066667,CAT 100,ASAD90
K165970,1,23,10.833333,CAT 100,ASAD90
K165990,1,13,44.5,CAT 100,ASAD90
K166000,1,21,43.433333,CAT 100,S50
K166040,0,14,44.866667,CAT 100,ASAD90
K166130,1,24,33.8,CAT 100,ASAD170
K166220,0,21,46.9,CAT 100,ASAD170
K166240,0,23,12.466667,CAT 100,ASAD170
K166250,0,23,56.133333,CAT 100,ASAD90
K166260,0,20,38.766667,CAT 100,ASAD170
K166270,0,17,55.933333,CAT 100,S50
K166320,0,25,22.333333,CAT 100,ASAD170
K166370,1,20,31.5,CAT 100,ASAD90
K166410,0,19,16.866667,CAT 100,ASAD170
K166490,1,24,47.633333,CAT 100,ASAD90
K166500,1,18,21.533333,CAT 100,ASAD170
K166560,0,21,38.1,CAT 100,ASAD90
K166610,0,23,17.433333,CAT 100,ASAD170
K166630,0,20,46.766667,CAT 100,ASAD170
K166670,0,17,47.7,CAT 100,ASAD90
K166690,0,24,34.033333,CAT 100,ASAD170
K166720,0,15,42.933333,CAT 100,ASAD170
K166730,1,15,40.066667,CAT 100,ASAD90
K166770,1,22,20.266667,CAT 100,ASAD170
K166790,1,20,48.733333,CAT 100,ASAD170
K166810,1,19,52.533333,CAT 100,ASAD170
K166830,1,24,43.566667,CAT 100,ASAD170
K166840,0,25,52.7,CAT 100,ASAD170
K166900,1,22,23.6,CAT 100,ASAD170
K166990,0,14,34.366667,CAT 100,ASAD90
K167010,1,20,38.166667,CAT 100,S50
K167100,0,14,50.8,CAT 100,ASAD170
K167120,0,14,42.166667,CAT 100,S50
K167140,1,21,56.333333,CAT 100,ASAD170
K167170,0,14,15.066667,CAT 100,ASAD90
K167310,0,15,20.633333,CAT 100,ASAD170
K167320,0,12,40.133333,CAT 100,ASAD170
K167340,0,24,57,CAT 100,ASAD170
K167350,0,24,27.033333,CAT 100,ASAD90
K167360,1,17,12.766667,CAT 100,ASAD90
K167370,0,14,12.866667,CAT 100,ASAD90
K167380,0,16,15.2,CAT 100,ASAD90
K167420,1,23,17.3,CAT 100,ASAD90
K167460,0,17,33.033333,CAT 100,ASAD90
K167470,1,17,35.1,CAT 100,ASAD170
K167500,0,17,37.933333,CAT 100,ASAD90
K167520,1,19,53.766667,CAT 100,ASAD170
K167530,1,14,45.366667,CAT 100,ASAD170
K167540,0,12,38.433333,CAT 100,ASAD170
K167550,0,24,11.233333,CAT 100,ASAD170
K167570,0,19,58.166667,CAT 100,ASAD170
K167610,0,25,18.7,CAT 100,ASAD170
K167640,0,17,19.3,CAT 100,S50
K167660,0,25,31.066667,CAT 100,ASAD90
K167670,1,13,37.766667,CAT 100,ASAD90
K167680,0,24,55.166667,CAT 100,ASAD170
K167700,0,13,34.533333,CAT 100,ASAD90
K167750,0,12,34.966667,CAT 100,ASAD170
K167830,1,15,52,CAT 100,ASAD90
K167860,0,13,55,CAT 100,ASAD170
K167880,0,25,32.1,CAT 100,S50
K167900,0,25,9.933333,CAT 100,ASAD90
K167920,0,14,51.7,CAT 100,ASAD170
K167940,0,21,49.966667,CAT 100,ASAD170
K167960,0,13,52.6,CAT 100,ASAD170
K167970,0,24,26.6,CAT 100,ASAD170
K167980,0,19,46.266667,CAT 100,ASAD170
K168050,0,23,40.133333,CAT 100,ASAD90
K168070,1,23,42.733333,CAT 100,ASAD90
K168080,1,18,22.633333,CAT 100,ASAD170
K168090,1,20,57.5,CAT 100,ASAD170
K168100,1,17,46.133333,CAT 100,ASAD170
K168160,0,12,16.433333,CAT 100,ASAD90
K168170,0,14,40.466667,CAT 100,ASAD170
K168180,0,12,54.5,CAT 100,ASAD170
K168190,1,22,51.733333,CAT 100,ASAD170
K168240,0,22,44.533333,CAT 100,ASAD170
K168300,0,12,22.7,CAT 100,ASAD170
K168350,1,19,34.766667,CAT 100,ASAD170
K168370,1,21,29.166667,CAT 100,ASAD170
K168430,0,17,36.266667,CAT 100,ASAD170
K168470,0,16,27.066667,CAT 100,S50
K168490,1,18,40.3,CAT 100,ASAD170
K168520,0,21,49.466667,CAT 100,ASAD170
K168640,0,13,16.1,CAT 100,ASAD170
K168700,0,23,26.066667,CAT 100,ASAD170
K168710,1,15,56.333333,CAT 100,ASAD90
K168730,0,15,52.466667,CAT 100,ASAD170
K168750,1,18,12.466667,CAT 100,ASAD90
K168760,1,12,33.766667,CAT 100,ASAD170
K168780,0,20,42.133333,CAT 100,ASAD90
K168790,0,12,57.066667,CAT 100,ASAD170
K168800,0,19,41.266667,CAT 100,ASAD90
K168850,1,13,45.966667,CAT 100,ASAD90
K168880,1,24,39.733333,CAT 100,ASAD90
K168890,1,24,18.666667,CAT 100,ASAD170
K168920,1,21,45.6,CAT 100,ASAD90
K168950,0,15,25.533333,CAT 100,ASAD170
K168980,1,15,25.266667,CAT 100,S50
K169050,0,20,39.233333,CAT 100,ASAD170
K169090,0,21,37.5,CAT 100,ASAD170
K169100,0,18,49.8,CAT 100,ASAD170
K169110,1,23,49.4,CAT 100,ASAD90
K169170,0,22,16.1,CAT 100,ASAD170
K169190,1,13,46.666667,CAT 100,ASAD170
K169270,0,19,45.266667,CAT 100,ASAD170
K169280,0,17,24.733333,CAT 100,ASAD90
K169300,0,21,46.966667,CAT 100,ASAD170
K169310,0,13,15.233333,CAT 100,ASAD90
K169320,1,15,38.166667,CAT 100,ASAD170
K169330,0,23,40.666667,CAT 100,ASAD90
K169340,0,21,54.266667,CAT 100,ASAD170
K169370,0,12,12.833333,CAT 100,ASAD170
K169400,1,19,46.966667,CAT 100,ASAD90
K169430,0,13,29.666667,CAT 100,ASAD170
K169460,1,20,45.566667,CAT 100,ASAD170
K169470,0,21,12.566667,CAT 100,ASAD170
K169480,0,17,47.6,CAT 100,ASAD90
K169570,1,19,16.433333,CAT 100,ASAD170
K169580,0,20,57,CAT 100,ASAD170
K169620,0,13,11.966667,CAT 100,ASAD170
K169630,0,23,11.9,CAT 100,ASAD90
K169670,0,18,21.066667,CAT 100,ASAD170
K169700,1,22,23.366667,CAT 100,ASAD90
K169740,0,15,37.633333,CAT 100,ASAD90
K169800,1,12,57.033333,CAT 100,ASAD170
K169810,0,14,33.166667,CAT 100,S50
K169820,0,24,18.166667,CAT 100,ASAD90
K169840,0,25,38.666667,CAT 100,S50
K169850,1,22,18.1,CAT 100,ASAD170
K169930,0,24,12.333333,CAT 100,ASAD170
K169980,1,20,23.033333,CAT 100,ASAD90
K170000,0,24,20.133333,CAT 100,ASAD170
K170040,1,18,37.366667,CAT 100,ASAD170
K170050,1,24,29,CAT 100,ASAD90
K170090,0,24,23.2,CAT 100,ASAD170
K170100,0,15,28.6,CAT 100,ASAD170
K170130,0,25,32.1,CAT 100,ASAD170
K170180,1,17,55.4,CAT 100,ASAD170
K170200,1,13,41.933333,CAT 100,S50
K170230,1,25,53.166667,CAT 100,S50
K170240,1,14,55.3,CAT 100,ASAD90
K170260,1,24,10.966667,CAT 100,ASAD170
K170310,0,22,43.6,CAT 100,ASAD170
K170330,1,12,49.066667,CAT 100,ASAD170
K170410,0,18,54.333333,CAT 100,ASAD170
K170430,0,15,42.433333,CAT 100,S50
K170440,0,22,12.533333,CAT 100,ASAD170
K170450,0,12,14.166667,CAT 100,S50
K170470,0,17,42.3,CAT 100,ASAD170
K170480,0,14,12.233333,CAT 100,S50
K170490,0,14,37.266667,CAT 100,ASAD90
K170500,0,15,42.1,CAT 100,ASAD170
K170540,1,21,22.033333,CAT 100,ASAD90
K170560,0,14,16.3,CAT 100,ASAD170
K170590,1,20,37.6,CAT 100,ASAD170
K170650,1,18,38.7,CAT 100,ASAD90
K170670,1,18,28.466667,CAT 100,ASAD170
K170680,1,16,45.6,CAT 100,ASAD170
K170710,0,22,10.633333,CAT 100,ASAD170
K170730,0,16,28.733333,CAT 100,ASAD170
K170800,1,22,31.633333,CAT 100,ASAD170
K170810,1,23,48.633333,CAT 100,ASAD170
K170830,0,17,13.166667,CAT 100,ASAD170
K170870,1,13,28.1,CAT 100,ASAD170
K170910,0,20,53.166667,CAT 100,ASAD90
K170920,1,20,48,CAT 100,ASAD170
K170940,1,25,34.5,CAT 100,ASAD170
K170950,0,23,22.933333,CAT 100,ASAD90
K170990,1,21,26.933333,CAT 100,ASAD170
K171000,0,22,34.033333,CAT 100,ASAD170
K171040,1,21,36.2,CAT 100,ASAD170
K171070,0,17,40.7,CAT 100,S50
K171080,0,20,11.233333,CAT 100,ASAD90
K171120,0,23,15.766667,CAT 100,ASAD90
K171130,1,23,51.5,CAT 100,ASAD170
K171230,0,20,46.366667,CAT 200,ASAD170
K171270,1,19,51.833333,CAT 200,S50
K171290,0,20,22.5,CAT 200,ASAD90
K171320,1,13,52.8,CAT 200,ASAD170
K171420,0,20,42.3,CAT 200,ASAD170
K171440,0,23,16.433333,CAT 200,ASAD170
K171450,1,19,13.166667,CAT 200,ASAD170
K171520,1,17,47.4,CAT 200,S50
K171600,0,13,47.7,CAT 200,ASAD170
K171640,0,20,19.5,CAT 200,ASAD170
K171650,1,18,10.966667,CAT 200,ASAD170
K171680,0,22,27.233333,CAT 200,ASAD170
K171710,1,17,24.133333,CAT 200,ASAD170
K171750,0,16,22.566667,CAT 200,ASAD90
K171760,1,22,57.8,CAT 200,ASAD90
K171770,0,23,37.933333,CAT 200,ASAD170
K171780,1,18,26.733333,CAT 200,ASAD170
K171820,0,22,50.233333,CAT 200,ASAD170
K171830,0,15,33.6,CAT 200,ASAD90
K171870,1,24,42.566667,CAT 200,ASAD170
K171880,0,21,58.1,CAT 200,ASAD170
K171890,1,24,11.833333,CAT 200,ASAD170
K171940,0,24,36.833333,CAT 200,ASAD170
K171950,1,13,12.133333,CAT 200,ASAD170
K172000,0,17,44.066667,CAT 200,ASAD170
K172050,1,20,18.033333,CAT 200,S50
K172060,1,24,17.1,CAT 200,ASAD170
K172080,1,18,36.633333,CAT 200,S50
K172110,1,12,24.6,CAT 200,S50
K172150,1,23,27.066667,CAT 200,ASAD170
K172160,0,14,38.6,CAT 200,ASAD170
K172250,1,23,40.666667,CAT 200,ASAD170
K172270,0,13,39.4,CAT 200,ASAD170
K172280,0,25,23.6,CAT 200,ASAD170
K172300,1,16,48.7,CAT 200,ASAD170
K172360,1,21,40.666667,CAT 200,ASAD170
K172380,1,13,46.4,CAT 200,ASAD170
K172390,0,21,25.366667,CAT 200,ASAD170
K172450,1,24,48.933333,CAT 200,ASAD170
K172480,0,13,29.466667,CAT 200,S50
K172490,0,17,11.833333,CAT 200,ASAD170
K172510,1,25,56.866667,CAT 200,ASAD170
K172520,0,20,23.633333,CAT 200,ASAD170
K172530,1,16,49.733333,CAT 200,ASAD170
K172550,1,18,15.433333,CAT 200,ASAD170
K172580,1,13,56.066667,CAT 200,ASAD170
K172590,0,15,14.6,CAT 200,ASAD170
K172610,0,15,17.633333,CAT 200,ASAD170
K172700,0,18,21.066667,CAT 200,ASAD170
K172710,1,18,14.066667,CAT 200,ASAD170
K172720,0,25,31.133333,CAT 200,S50
K172730,0,15,39.766667,CAT 200,ASAD170
K172870,0,15,33.766667,CAT 200,ASAD170
K172880,0,13,40.566667,CAT 200,ASAD170
K172930,1,13,57.833333,CAT 200,ASAD170
K173000,0,17,52.833333,CAT 200,ASAD170
K173070,1,17,51.533333,CAT 200,ASAD90
K173080,0,12,41.4,CAT 200,ASAD170
K173090,0,23,34.333333,CAT 200,ASAD90
K173100,0,24,53.533333,CAT 200,ASAD90
K173110,0,14,28.966667,CAT 200,ASAD170
K173150,1,17,39.633333,CAT 200,ASAD170
K173210,1,24,26.9,CAT 200,ASAD170
K173220,1,15,58.2,CAT 200,ASAD170
K173240,1,19,12.766667,CAT 200,ASAD170
K173280,0,17,51.366667,CAT 200,S50
K173290,1,16,22.466667,CAT 200,ASAD170
K173300,0,24,20.3,CAT 200,ASAD170
K173330,1,17,47.633333,CAT 200,ASAD170
K173380,0,21,49.166667,CAT 200,S50
K173420,1,17,50.7,CAT 200,ASAD170
K173430,0,23,16.066667,CAT 200,S50
K173480,0,14,19.9,CAT 200,ASAD170
K173500,1,14,36.233333,CAT 200,ASAD90
K173510,1,17,35.3,CAT 200,ASAD170
K173520,0,21,40.533333,CAT 200,ASAD170
K173530,1,18,50.4,CAT 200,ASAD170
K173540,1,19,35.6,CAT 200,ASAD170
K173550,0,14,24.866667,CAT 200,ASAD170
K173580,0,18,13.233333,CAT 200,ASAD170
K173590,0,18,35.733333,CAT 200,ASAD170
K173600,0,21,50.066667,CAT 200,ASAD90
K173620,0,14,10.766667,CAT 200,ASAD170
K173640,0,19,38.833333,CAT 200,ASAD170
K173650,0,23,43.466667,CAT 200,ASAD170
K173700,0,22,12.433333,CAT 200,ASAD90
K173730,1,21,12.9,CAT 200,S50
K173770,0,17,26.3,CAT 200,ASAD90
K173780,1,19,55.066667,CAT 200,ASAD170
K173810,1,17,21.966667,CAT 200,ASAD170
K173980,0,24,40.633333,CAT 200,ASAD170
K174000,1,13,47.9,CAT 200,ASAD170
K174060,0,20,43.533333,CAT 200,ASAD90
K174070,1,15,27.5,CAT 200,ASAD170
K174160,1,19,18.266667,CAT 200,ASAD90
K174190,1,19,38.733333,CAT 200,ASAD90
K174210,0,21,15.433333,CAT 200,ASAD170
K174230,0,23,30.733333,CAT 200,ASAD170
K174240,1,24,46.833333,CAT 200,ASAD90
K174270,0,25,23.933333,CAT 200,ASAD170
K174320,0,22,23.5,CAT 200,ASAD170
K174330,0,12,57.5,CAT 200,ASAD170
K174380,0,23,12.1,CAT 200,ASAD170
K174390,0,22,28.933333,CAT 200,ASAD170
K174410,0,25,11,CAT 200,ASAD90
K174450,1,24,21.233333,CAT 200,ASAD90
K174480,0,24,11.266667,CAT 200,ASAD170
K174520,1,23,55.6,CAT 200,ASAD90
K174560,0,14,41.333333,CAT 200,ASAD170
K174610,0,24,54.933333,CAT 200,ASAD170
K174700,1,25,44.7,CAT 200,ASAD170
K174710,1,20,15.9,CAT 200,ASAD170
K174780,0,21,55.666667,CAT 200,ASAD170
K174800,1,18,22.833333,CAT 200,ASAD170
K174820,0,18,35.066667,CAT 200,S50
K174830,0,20,50.366667,CAT 200,ASAD170
K174840,1,24,51.966667,CAT 200,ASAD90
K174850,1,18,43.633333,CAT 200,ASAD90
K174860,0,13,46.3,CAT 200,ASAD170
K174870,1,23,22.133333,CAT 200,ASAD170
K174890,0,16,11.333333,CAT 200,ASAD170
K174900,0,17,36.1,CAT 200,S50
K174910,1,17,33.466667,CAT 200,ASAD170
K174940,1,22,51.066667,CAT 200,ASAD170
K174970,1,21,42.666667,CAT 200,ASAD170
K174990,1,22,41.266667,CAT 200,ASAD90
K175030,0,16,30.2,CAT 200,S50
K175050,0,16,16.4,CAT 200,ASAD170
K175060,1,25,9.733333,CAT 200,ASAD170
K175080,1,23,13.6,CAT 200,ASAD170
K175110,0,14,9.933333,CAT 200,ASAD170
K175130,0,21,38.133333,CAT 200,ASAD170
K175210,1,23,20.333333,CAT 200,S50
K175270,1,14,19.466667,CAT 200,ASAD90
K175280,0,18,18.966667,CAT 200,ASAD170
K175290,0,24,56.033333,CAT 200,ASAD170
K175330,0,15,36.3,CAT 200,ASAD90
K175360,0,23,13.2,CAT 200,ASAD90
K175370,1,22,47.233333,CAT 200,ASAD170
K175400,0,24,41.666667,CAT 200,ASAD90
K175430,1,17,38.533333,CAT 200,ASAD170
K175440,1,19,27.333333,CAT 200,ASAD90
K175470,0,23,37.766667,CAT 200,S50
K175570,1,23,40.8,CAT 200,ASAD90
K175630,0,22,54.266667,CAT 200,ASAD90
K175670,1,19,20.866667,CAT 200,ASAD170
K175710,1,17,13.2,CAT 200,ASAD170
K175720,0,18,56.533333,CAT 200,ASAD170
K175750,1,14,42.8,CAT 200,ASAD170
K175760,1,21,57.033333,CAT 200,ASAD170
K175780,0,24,11.066667,CAT 200,S50
K175840,0,21,18.033333,CAT 200,ASAD170
K175870,1,24,41.933333,CAT 200,ASAD170
K175880,0,23,25.333333,CAT 200,ASAD90
K175890,0,18,34.833333,CAT 200,ASAD170
K175930,0,13,38.7,CAT 200,ASAD170
K176010,1,23,11.166667,CAT 200,ASAD170
K176070,1,16,13.3,CAT 200,ASAD90
K176080,1,24,17.366667,CAT 200,ASAD170
K176090,0,12,40.933333,CAT 200,ASAD170
K176100,1,13,38.566667,CAT 200,S50
K176120,1,23,52.933333,CAT 200,ASAD90
K176130,1,21,23.333333,CAT 200,ASAD170
K176160,1,22,24.666667,CAT 200,ASAD170
K176180,0,15,24.733333,CAT 200,ASAD170
K176190,0,24,47.3,CAT 200,ASAD170
K176210,1,24,27.233333,CAT 200,ASAD170
K176260,1,14,41.2,CAT 200,ASAD170
K176270,0,25,41.733333,CAT 200,ASAD170
K176280,0,24,57.166667,CAT 200,S50
K176330,0,21,23.033333,CAT 200,ASAD170
K176350,1,24,21.633333,CAT 200,ASAD170
K176370,1,14,12.7,CAT 200,ASAD170
K176390,1,21,40.8,CAT 200,ASAD170
K176480,1,16,11.133333,CAT 200,ASAD90
K176520,1,18,27.6,CAT 200,ASAD90
K176530,1,17,10.433333,CAT 200,ASAD90
K176540,0,16,43.166667,CAT 200,ASAD170
K176590,1,25,37.166667,CAT 200,S50
K176620,1,15,39.766667,CAT 200,ASAD170
K176660,1,22,26.1,CAT 200,ASAD170
K176670,1,19,47.933333,CAT 200,ASAD170
K176690,0,16,19.466667,CAT 200,S50
K176700,1,24,22.633333,CAT 200,ASAD170
K176720,1,14,18.133333,CAT 200,ASAD170
K176740,0,23,39.2,CAT 200,ASAD170
K176760,0,20,20.333333,CAT 200,ASAD170
K176840,1,21,14.933333,CAT 200,ASAD170
K176850,0,21,48.666667,CAT 200,ASAD170
K176860,1,22,21.866667,CAT 200,ASAD170
K176940,1,15,11.933333,CAT 200,ASAD170
K176950,0,24,29.633333,CAT 200,ASAD90
K177050,1,18,43.5,CAT 200,ASAD170
K177060,1,12,38.633333,CAT 200,ASAD170
K177070,0,16,40.7,CAT 200,ASAD170
K177080,1,14,15.066667,CAT 200,ASAD170
K177100,1,25,22.066667,CAT 200,ASAD170
K177110,0,14,28.966667,CAT 200,ASAD170
K177120,0,21,45.933333,CAT 200,ASAD170
K177140,0,17,33.666667,CAT 200,ASAD170
K177180,0,20,35.133333,CAT 200,S50
K177200,0,13,39.933333,CAT 200,ASAD90
K177210,0,21,19.066667,CAT 200,ASAD90
K177230,0,19,52.366667,CAT 200,ASAD170
K177270,0,23,57.433333,CAT 200,ASAD170
K177330,0,22,35.366667,CAT 200,ASAD170
K177430,0,21,16.033333,CAT 200,ASAD170
K177480,0,14,51.066667,CAT 200,ASAD170
K177530,1,25,55.6,CAT 200,ASAD170
K177540,1,16,10.066667,CAT 200,S50
K177570,0,15,52.8,CAT 200,ASAD170
K177580,0,23,46.566667,CAT 200,ASAD170
K177650,1,17,11.133333,CAT 200,ASAD90
K177660,0,12,12.666667,CAT 200,ASAD170
K177680,1,22,33.266667,CAT 200,ASAD90
K177700,0,19,21.966667,CAT 200,ASAD170
K177770,0,14,10.966667,CAT 200,ASAD170
K177780,0,16,38.866667,CAT 200,ASAD170
K177790,0,24,25.566667,CAT 200,ASAD170
K177820,0,14,26.9,CAT 200,ASAD170
K177850,0,12,32.333333,CAT 200,ASAD170
K177900,0,19,53.5,CAT 200,ASAD170
K177910,1,23,11.5,CAT 200,ASAD170
K177930,1,16,10.466667,CAT 200,ASAD170
K177960,1,17,29.366667,CAT 200,ASAD170
K178040,0,25,52.133333,CAT 200,ASAD170
K178060,1,18,50.3,CAT 200,S50
K178110,0,24,25.1,CAT 200,S50
K178150,1,21,9.833333,CAT 200,ASAD170
K178190,1,18,57.033333,CAT 200,ASAD170
K178200,0,23,38.033333,CAT 200,ASAD170
K178230,0,21,40.766667,CAT 200,ASAD170
K178260,1,25,34.166667,CAT 200,ASAD90
K178270,1,16,12.033333,CAT 200,ASAD90
K178280,1,17,50.5,CAT 200,ASAD170
K178320,1,21,29.5,CAT 200,ASAD170
K178350,0,22,37.7,CAT 200,ASAD90
K178370,0,15,38.766667,CAT 200,ASAD170
K178380,1,25,47.833333,CAT 200,ASAD170
K178390,0,24,16.6,CAT 200,ASAD170
K178400,1,18,17.433333,CAT 200,ASAD90
K178410,0,17,53.9,CAT 200,ASAD170
K178440,0,20,30.133333,CAT 200,ASAD170
K178500,1,13,15,CAT 200,ASAD170
